debugDzRty:debugb6Ojh,initialized,0,,1467605101907
debugDzRty:debugb6Ojh,window_resize,0,"[1024, 768]",1467605101907
debugKEKEu:debugWRQJH,initialized,0,,1467605005088
debugKEKEu:debugWRQJH,window_resize,1,"[1024, 768]",1467605005089
